smiles,dock_3fap,dock_7pqv,dock_combined,depth,used_time,mol,is_valid,canon_smiles,is_novel_moses,QED,logP,MW,HBD,HBA,RotB,TPSA,Lipinski_violations,Lipinski_pass,SA_score
Fc1cc(Br)cnc1N[C@@H]1C[C@H]2C[C@@H]1C2,-7.069,-7.052,-14.121,7,6717.175,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88C810>,TRUE,Fc1cc(Br)cnc1N[C@@H]1C[C@H]2C[C@@H]1C2,TRUE,0.8930560455832013,3.1936000000000018,271.13300000000004,1,2,2,24.92,0,TRUE,3.798118366587863
Fc1cc(OCCN2CCOCC2)ccc1O,-6.496,-6.511,-13.007,7,6717.175,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88C870>,TRUE,Oc1ccc(OCCN2CCOCC2)cc1F,TRUE,0.8609073770120985,1.2422999999999995,241.262,1,4,4,41.93000000000001,0,TRUE,1.9467152474606504
Fc1cc(NC[C@@H]2C[NH2+]CCO2)ccc1Cl,-6.896,-6.709,-13.605,7,6717.175,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88C8D0>,TRUE,Fc1cc(NC[C@@H]2C[NH2+]CCO2)ccc1Cl,TRUE,0.8288909713051696,0.8532000000000001,245.705,2,2,3,37.870000000000005,0,TRUE,3.9127726165018046
Fc1cc(F)c(Cl)cc1OCCSc1ccccc1O,-7.716,-7.482,-15.198,7,6717.175,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88C930>,TRUE,Oc1ccccc1SCCOc1cc(Cl)c(F)cc1F,TRUE,0.500309360318025,4.494900000000003,316.75600000000003,1,3,5,29.46,0,TRUE,2.200766070116712
Fc1cc(Cl)ccc1C[NH+]1CCN(c2ncccn2)CC1,-8.336,-7.828,-16.164,7,6717.175,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88C990>,TRUE,Fc1cc(Cl)ccc1C[NH+]1CCN(c2ncccn2)CC1,TRUE,0.9241836672991932,1.1741999999999997,307.7800000000001,1,3,3,33.46,0,TRUE,3.4728118423741616
Fc1cc(Br)cnc1[S-],-4.917,-4.604,-9.521,7,6717.175,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88C9F0>,TRUE,Fc1cc(Br)cnc1[S-],TRUE,0.6021966527638574,1.889,207.047,0,2,0,12.89,0,TRUE,3.68405493030248
Fc1cc(/C=C/C=N/c2ccccc2)[nH+]c2c1c(=O)[nH]c(=O)n2Cc1ccco1,-10.747,-9.476,-20.223,7,6717.175,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CA50>,TRUE,O=c1[nH]c(=O)n(Cc2ccco2)c2[nH+]c(/C=C/C=N/c3ccccc3)cc(F)c12,TRUE,0.5301084849811413,2.7,391.3820000000001,1,5,5,94.5,0,TRUE,3.512828657784961
Fc1cc(CN2CCOCC2)nc(N2CCCC2)n1,-7.611,-7.5,-15.111,7,6717.175,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CAB0>,TRUE,Fc1cc(CN2CCOCC2)nc(N2CCCC2)n1,TRUE,0.7649054152163959,1.0481,266.31999999999994,0,5,3,41.49,0,TRUE,2.453048394073969
Fc1cc(OCC[NH+]2CCN(c3ccccc3)CC2)ccc1N1CCOCC1,-9.52,-8.593,-18.113,7,6717.175,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CB10>,TRUE,Fc1cc(OCC[NH+]2CCN(c3ccccc3)CC2)ccc1N1CCOCC1,TRUE,0.8138770587679346,1.4461999999999997,386.4910000000002,1,4,6,29.38000000000001,0,TRUE,3.105176219361458
Fc1cc(Cl)ccc1Cn1nnc2ccccc2c1=O,-9.179,-9.078,-18.257,7,6717.175,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CB70>,TRUE,O=c1c2ccccc2nnn1Cc1ccc(Cl)cc1F,TRUE,0.7284922574594528,2.6323000000000008,289.69700000000006,0,4,2,47.78,0,TRUE,1.956909317658644
Fc1cc(/C=N\N2CCN(c3cccc[nH+]3)CC2)ccc1Cl,-8.282,-8.034,-16.316,7,6717.175,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CBD0>,TRUE,Fc1cc(/C=N\N2CCN(c3cccc[nH+]3)CC2)ccc1Cl,TRUE,0.8141899496933751,2.449300000000001,319.79100000000005,0,3,3,32.980000000000004,0,TRUE,3.406829126417525
C[C@@H](CC(=O)[O-])NC(=O)c1sccc1C(F)(F)F,-6.867,-6.66,-13.527,3,6848.747,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CC30>,TRUE,C[C@@H](CC(=O)[O-])NC(=O)c1sccc1C(F)(F)F,TRUE,0.8950679169366113,1.0252,280.247,1,4,4,69.22999999999999,0,TRUE,3.484656958449735
C[C@@H](c1ccc(F)cc1)N(C)[C@H](C[NH3+])C[C@H]1COCCO1,-7.402,-7.322,-14.724,3,6848.747,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CC90>,TRUE,C[C@@H](c1ccc(F)cc1)N(C)[C@H](C[NH3+])C[C@H]1COCCO1,TRUE,0.8591409010506966,1.2345000000000004,297.39400000000006,1,3,6,49.34,0,TRUE,4.017857324200482
C[C@@H]1CC(C)(C)C[C@]2(C1)NN(CCCc1cscc1)C2=O,-8.007,-7.783,-15.79,3,6848.747,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CCF0>,TRUE,C[C@@H]1CC(C)(C)C[C@]2(C1)NN(CCCc1ccsc1)C2=O,TRUE,0.9213474740056944,3.6125000000000025,306.475,1,3,4,32.34,0,TRUE,4.266052783284098
C[C@@H]([NH3+])CCNC(=O)c1cccs1,-5.615,-5.383,-10.998,3,6848.747,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CD50>,TRUE,C[C@@H]([NH3+])CCNC(=O)c1cccs1,TRUE,0.728598795616291,0.4984,199.29900000000004,2,2,4,56.74,0,TRUE,3.284942820928185
C[C@@H](N[C@H]1CCCC[C@@H]1OC1CCCC1)c1ccc2c(c1)COC2,-9.21,-8.655,-17.865,3,6848.747,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CDB0>,TRUE,C[C@@H](N[C@H]1CCCC[C@@H]1OC1CCCC1)c1ccc2c(c1)COC2,TRUE,0.8535813750010677,4.637800000000005,329.4840000000001,1,3,5,30.49,0,TRUE,3.5417293033585286
C[C@@H]1CN(C(=O)NCc2cccc(-c3ccccc3)c2)C[C@@H](C)O1,-10.567,-9.859,-20.426,3,6848.747,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CE10>,TRUE,C[C@@H]1CN(C(=O)NCc2cccc(-c3ccccc3)c2)C[C@@H](C)O1,TRUE,0.9357166807943368,3.6724000000000014,324.4240000000001,1,2,3,41.57000000000001,0,TRUE,2.6412180864446686
CSC[C@H](C)C(=O)Oc1ccc(Cl)nc1,-6.155,-5.741,-11.896,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CE70>,TRUE,CSC[C@H](C)C(=O)Oc1ccc(Cl)nc1,TRUE,0.6039806306917408,2.639500000000001,245.731,0,4,4,39.19,0,TRUE,2.948286471149167
CS(=O)(=O)[C@H]1CCC[C@@H](NC(=O)c2cc(C(C)(C)C)n[nH]2)C1,-8.608,-7.668,-16.276,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CED0>,TRUE,CC(C)(C)c1cc(C(=O)N[C@@H]2CCC[C@H](S(C)(=O)=O)C2)[nH]n1,TRUE,0.8851377083247103,1.7928,327.45000000000005,2,4,3,91.92,0,TRUE,3.519766606876824
CSc1cccc(NC(=O)CS[C@H](C)c2ccccc2F)c1,-8.163,-8.036,-16.199,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CF30>,TRUE,CSc1cccc(NC(=O)CS[C@H](C)c2ccccc2F)c1,TRUE,0.7548916989228226,4.980500000000003,335.469,1,3,6,29.1,0,TRUE,2.562415509991972
CS[C@@H]1CCC[C@H]1[NH2+]C[C@@H]1COc2ccccc21,-7.564,-7.164,-14.728,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88CF90>,TRUE,CS[C@@H]1CCC[C@H]1[NH2+]C[C@@H]1COc2ccccc21,TRUE,0.9000199304161559,2.0101,264.414,1,2,4,25.84,0,TRUE,4.541857562025117
CS[C@H]1CCC[C@@H](NC(=O)N2CC[C@](C)(c3ccccc3)C2)C1,-9.755,-8.423,-18.178,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D030>,TRUE,CS[C@H]1CCC[C@@H](NC(=O)N2CC[C@](C)(c3ccccc3)C2)C1,TRUE,0.9060338059387116,4.033800000000004,332.5130000000001,1,2,3,32.34,0,TRUE,3.5549291315957685
CS(=O)(=O)CCn1ccc(C(=O)Nc2ccc(Cl)cc2Cl)n1,-7.703,-7.705,-15.408,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D090>,TRUE,CS(=O)(=O)CCn1ccc(C(=O)Nc2ccc(Cl)cc2Cl)n1,TRUE,0.8861989911489584,2.4868,362.2380000000001,1,5,5,81.06,0,TRUE,2.2264848956482943
CSc1ccc([C@H](C)CNC(=O)C2CCN(c3nc4ccccc4[nH]3)CC2)cc1OCC#N,-10.314,-9.555,-19.869,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D0F0>,TRUE,CSc1ccc([C@H](C)CNC(=O)C2CCN(c3nc4ccccc4[nH]3)CC2)cc1OCC#N,TRUE,0.4832740369718249,4.323480000000004,463.6070000000002,2,6,8,94.04,0,TRUE,3.1471582053863045
CS[C@@H](CO)CC(=O)NCCc1nc(C2CC2)no1,-6.153,-6.347,-12.5,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D150>,TRUE,CS[C@@H](CO)CC(=O)NCCc1nc(C2CC2)no1,TRUE,0.7314629500123305,0.7196999999999996,285.369,2,6,8,88.25,0,TRUE,3.3110010710476505
CS[C@H]1CCC[C@@H]1N1CC[NH+](C[C@@H](O)COc2ccc(Cl)cc2)CC1,-8.304,-7.676,-15.98,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D1B0>,TRUE,CS[C@H]1CCC[C@@H]1N1CC[NH+](C[C@@H](O)COc2ccc(Cl)cc2)CC1,TRUE,0.7466304842765408,1.5643,385.9810000000001,2,4,7,37.14,0,TRUE,4.519928531861514
CSCC(=O)/C=C/c1ccc(F)cc1,-6.779,-6.059,-12.838,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D210>,TRUE,CSCC(=O)/C=C/c1ccc(F)cc1,TRUE,0.7107216218797967,2.771000000000001,210.273,0,2,4,17.07,0,TRUE,2.231613130070837
CSc1ccc(CN(C(=O)C(=O)N2CCN(C(=O)C(C)C)CC2)c2ccccc2)cc1,-9.234,-7.094,-16.328,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D270>,TRUE,CSc1ccc(CN(C(=O)C(=O)N2CCN(C(=O)C(C)C)CC2)c2ccccc2)cc1,TRUE,0.529998666821292,3.2685000000000013,439.5810000000002,0,4,5,60.93000000000001,0,TRUE,2.382573199623616
CS[C@H]1CC[C@@H](NC(=O)[C@@H](Cc2ccccc2)[NH+](C)C)C1,-7.811,-7.334,-15.145,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D2D0>,TRUE,CS[C@H]1CC[C@@H](NC(=O)[C@@H](Cc2ccccc2)[NH+](C)C)C1,TRUE,0.8263273058905743,1.1424999999999994,307.48300000000006,2,2,6,33.54,0,TRUE,4.151857584956675
CSC1([C@H]([O-])CCCOc2ccccc2F)CC1,-6.835,-6.259,-13.094,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D330>,TRUE,CSC1([C@H]([O-])CCCOc2ccccc2F)CC1,TRUE,0.713220725699672,2.6092000000000004,269.361,0,3,7,32.29,0,TRUE,3.400464035372812
CS(=O)(=O)[C@@H]1CC[C@@H](NC(=O)NCc2ccc(C#N)cc2)C1,-7.961,-7.243,-15.204,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D390>,TRUE,CS(=O)(=O)[C@@H]1CC[C@@H](NC(=O)NCc2ccc(C#N)cc2)C1,TRUE,0.8734240523410951,1.3231799999999998,321.4020000000001,2,4,4,99.06,0,TRUE,3.038770189068458
CS[C@H](C)C(=O)N[C@H]1CCC[C@@H]1OC1CCCC1,-7.176,-6.578,-13.754,3,7266.881,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D3F0>,TRUE,CS[C@H](C)C(=O)N[C@H]1CCC[C@@H]1OC1CCCC1,TRUE,0.8353298181331547,2.734400000000001,271.426,1,3,5,38.33,0,TRUE,3.4709147805003155
[NH3+][C@@H](c1c(SCC(=O)[O-])ccn1CC1CC1)C1CC1,-6.575,-6.437,-13.012,3,7445.676,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D450>,TRUE,[NH3+][C@@H](c1c(SCC(=O)[O-])ccn1CC1CC1)C1CC1,TRUE,0.7363199106060206,0.4330999999999994,280.39300000000003,1,4,7,72.69999999999999,0,TRUE,4.429325978940917
[NH3+][C@@H]1CC[C@@H]([C@H]2CCN(C3CC3)C2)C1,-6.597,-6.211,-12.808,3,7445.676,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D4B0>,TRUE,[NH3+][C@@H]1CC[C@@H]([C@H]2CCN(C3CC3)C2)C1,TRUE,0.6965590158347481,0.8812999999999995,195.33,1,1,2,30.880000000000003,0,TRUE,4.185356727530856
[NH3+][C@@H](c1cccc(CN2CCOCC2)c1)c1cnc(Cl)nc1,-8.094,-8.27,-16.364,3,7445.676,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D510>,TRUE,[NH3+][C@H](c1cnc(Cl)nc1)c1cccc(CN2CCOCC2)c1,TRUE,0.8625526970031282,1.2934999999999997,319.816,1,4,4,65.89,0,TRUE,3.289926908875347
[NH3+][C@@H]1CC[C@H](N2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)C1,-8.29,-8.175,-16.465,3,7445.676,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D570>,TRUE,[NH3+][C@@H]1CC[C@H](N2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)C1,TRUE,0.7748190315280484,-0.7212,305.42200000000014,2,3,3,53.78,0,TRUE,4.829872786798597
[NH3+][C@@H](CCc1ncc(Cl)s1)[C@@H]1CCCO1,-6.285,-5.711,-11.996,3,7445.676,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D5D0>,TRUE,[NH3+][C@@H](CCc1ncc(Cl)s1)[C@@H]1CCCO1,TRUE,0.8772121842823914,1.5186000000000002,247.771,1,3,4,49.760000000000005,0,TRUE,4.370904945553503
[NH3+][C@@H]1CC[C@@H]2[C@@H]1CC[C@@H]2O,-5.681,-5.399,-11.08,3,7445.676,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D630>,TRUE,[NH3+][C@@H]1CC[C@@H]2[C@@H]1CC[C@@H]2O,TRUE,0.4823306661006251,-0.2222,142.22199999999998,2,1,0,47.870000000000005,0,TRUE,4.90012179026165
[NH3+][C@@H](Cc1ccco1)Cc1csc(Cc2ccccc2)n1,-8.063,-7.7,-15.763,3,7445.676,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D690>,TRUE,[NH3+][C@H](Cc1csc(Cc2ccccc2)n1)Cc1ccco1,TRUE,0.7606409411271361,2.722600000000001,299.419,1,3,6,53.67,0,TRUE,3.224127832790733
[NH3+][C@@H]1CCCC[C@H]1CC(=O)NCCCN1CCC2(CC1)OCCO2,-8.38,-7.801,-16.181,3,7445.676,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D6F0>,TRUE,[NH3+][C@@H]1CCCC[C@H]1CC(=O)NCCCN1CCC2(CC1)OCCO2,TRUE,0.6912694671565797,0.5224000000000013,340.48800000000017,2,4,6,78.44000000000001,0,TRUE,4.2016327770486885
COCCC[C@@H](C)N1CCN(CCc2ccc(F)cc2)CC1,-7.418,-7.048,-14.466,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D750>,TRUE,COCCC[C@@H](C)N1CCN(CCc2ccc(F)cc2)CC1,TRUE,0.6869240648846494,2.8009000000000004,308.44100000000003,0,3,8,15.71,0,TRUE,2.432876977556665
COC(=O)c1cc2ccccc2cc1OC(=O)c1cscc1C,-8.168,-8.196,-16.364,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D7B0>,TRUE,COC(=O)c1cc2ccccc2cc1OC(=O)c1cscc1C,TRUE,0.534122536646127,4.215520000000003,326.37300000000005,0,5,3,52.6,0,TRUE,2.3425752759324148
COC1CCN(CC(=O)NCc2nc(C(C)C)no2)CC1,-7.347,-7.264,-14.611,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D810>,TRUE,COC1CCN(CC(=O)NCc2nc(C(C)C)no2)CC1,TRUE,0.840552229211991,0.9199999999999996,296.3710000000001,1,6,6,80.49,0,TRUE,2.3708540506798883
COC[C@H](C)[NH2+]C[C@H]1CCc2ccccc21,-7.572,-6.689,-14.261,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D870>,TRUE,COC[C@H](C)[NH2+]C[C@H]1CCc2ccccc21,TRUE,0.795349493941932,1.3147000000000002,220.336,1,1,5,25.84,0,TRUE,3.973012353120709
COC[C@](C)(C(=O)c1ccc(Cl)c(F)c1)[NH+](C)C,-6.701,-6.305,-13.006,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D8D0>,TRUE,COC[C@](C)(C(=O)c1ccc(Cl)c(F)c1)[NH+](C)C,TRUE,0.8185698668773094,1.2114,274.74300000000005,1,2,5,30.74,0,TRUE,3.834973488727967
COC[C@@]1(C#N)CCCN(c2ccc(CNC(=O)c3ccccc3)cc2)C1,-9.432,-8.276,-17.708,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D930>,TRUE,COC[C@@]1(C#N)CCCN(c2ccc(CNC(=O)c3ccccc3)cc2)C1,TRUE,0.8544973491246111,3.3731800000000014,363.46100000000007,1,4,6,65.36,0,TRUE,2.807813648141994
COCC(=O)N[C@H]1CCC[C@H]1CO,-5.495,-5.141,-10.636,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D990>,TRUE,COCC(=O)N[C@H]1CCC[C@H]1CO,TRUE,0.6463815241633457,-0.09,187.239,2,3,4,58.56,0,TRUE,2.9646114873129736
COC(=O)C(C)(C)CSc1ccccc1,-6.972,-6.108,-13.08,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88D9F0>,TRUE,COC(=O)C(C)(C)CSc1ccccc1,TRUE,0.5807160949896433,2.977900000000001,224.325,0,3,4,26.3,0,TRUE,2.1305046009802773
COC1CC[NH+](Cc2cn(C)nc2-c2ccccc2)CC1,-8.324,-7.691,-16.015,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DA50>,TRUE,COC1CC[NH+](Cc2cn(C)nc2-c2ccccc2)CC1,TRUE,0.91793992575434,1.2808000000000004,286.3990000000001,1,3,4,31.49,0,TRUE,3.5177278575065705
COC[C@@H](NCCn1nnc(C)c1C)S(C)(=O)=O,-5.851,-6.408,-12.259,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DAB0>,TRUE,COC[C@@H](NCCn1nnc(C)c1C)S(C)(=O)=O,TRUE,0.7224552124977941,-0.49836,276.362,1,7,7,86.10999999999999,0,TRUE,3.611704073834351
COC[C@H](C)OC(=O)c1c(F)cc(OC)cc1F,-6.455,-6.4,-12.855,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DB10>,TRUE,COC[C@H](C)OC(=O)c1c(F)cc(OC)cc1F,TRUE,0.7609724029848255,2.1651,260.236,0,4,5,44.760000000000005,0,TRUE,2.687810804603581
COC[C@@](C)(N)C(=O)OC,-4.29,-4.225,-8.515,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DB70>,TRUE,COC[C@@](C)(N)C(=O)OC,TRUE,0.5477279959361689,-0.4768,147.174,1,4,3,61.55,0,TRUE,3.046293668364102
COCC1(NC)CCCCC1,-5.428,-5.085,-10.513,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DBD0>,TRUE,CNC1(COC)CCCCC1,TRUE,0.670913745818917,1.5550999999999997,157.25699999999998,1,2,3,21.26,0,TRUE,2.6977755224014484
COC(=O)c1ccc(/N=C2\CCC=C2NC(=O)Cc2cc(F)ccc2F)cc1,-10.361,-9.44,-19.801,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DC30>,TRUE,COC(=O)c1ccc(/N=C2\CCC=C2NC(=O)Cc2cc(F)ccc2F)cc1,TRUE,0.7962875348475773,3.8605000000000023,384.382,1,4,5,67.75999999999999,0,TRUE,2.678174243786323
COCc1ccccc1OC(=O)[C@H]1Cc2ccccc2S1,-8.212,-7.392,-15.604,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DC90>,TRUE,COCc1ccccc1OC(=O)[C@H]1Cc2ccccc2S1,TRUE,0.6397476217849707,3.4554000000000027,300.379,0,4,4,35.53,0,TRUE,2.7545035639870896
COC1CCN([C@H](C(=O)[O-])c2nccn2C(F)F)c2ccc(OC)cc21,-7.877,-7.902,-15.779,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DCF0>,TRUE,COc1ccc2c(c1)C(OC)CCN2[C@H](C(=O)[O-])c1nccn1C(F)F,TRUE,0.7738994147963211,1.6756,366.34400000000016,0,7,6,79.64999999999999,0,TRUE,4.018891611383194
COC[C@@H](C)CNS(=O)(=O)c1ccccc1NC(=O)Cc1ccccc1,-8.246,-7.785,-16.031,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DD50>,TRUE,COC[C@@H](C)CNS(=O)(=O)c1ccccc1NC(=O)Cc1ccccc1,TRUE,0.7039253171133508,2.4286000000000003,376.4780000000001,2,4,9,84.5,0,TRUE,2.46692729167912
COC[C@H](C)N1C(=O)CN(CCNC(=O)c2ccccc2)C1=O,-7.96,-7.636,-15.596,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DDB0>,TRUE,COC[C@H](C)N1C(=O)CN(CCNC(=O)c2ccccc2)C1=O,TRUE,0.7510494181682403,0.7155000000000007,319.36100000000005,1,4,7,78.95,0,TRUE,2.7606752958162684
COC[C@@](C)(O)c1ccc(OC(C)C)cc1,-6.876,-6.535,-13.411,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DE10>,TRUE,COC[C@@](C)(O)c1ccc(OC(C)C)cc1,TRUE,0.8338862378384553,2.3277,224.3,1,3,5,38.69,0,TRUE,2.5609595963571365
COCCc1nc(C)c(C(=O)NC[C@@](C)(O)C(C)(C)C)s1,-6.993,-6.73,-13.723,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DE70>,TRUE,COCCc1nc(C)c(C(=O)NC[C@@](C)(O)C(C)(C)C)s1,TRUE,0.8439430940554534,2.16732,314.451,2,5,6,71.45,0,TRUE,3.1961911668760044
COC(=O)c1sccc1C(=O)C[NH2+][C@H]1CCOC2(CCCCC2)C1,-8.62,-7.792,-16.412,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DED0>,TRUE,COC(=O)c1sccc1C(=O)C[NH2+][C@H]1CCOC2(CCCCC2)C1,TRUE,0.6512318786273738,2.1627,352.4760000000003,1,5,5,69.21000000000001,0,TRUE,4.523871052852147
COCc1cc(=O)n(C[C@@H]2CCCO2)cc1NC(=O)c1ccccc1,-8.561,-8.142,-16.703,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DF30>,TRUE,COCc1cc(=O)n(C[C@@H]2CCCO2)cc1NC(=O)c1ccccc1,TRUE,0.8752587820487687,2.426,342.39500000000004,1,5,6,69.56,0,TRUE,2.7893946917113848
COC1CCC(NC(=O)CCNC(=O)N[C@@H]2CCCC[C@@H]2C)CC1,-8.707,-8.028,-16.735,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88DF90>,TRUE,COC1CCC(NC(=O)CCNC(=O)N[C@@H]2CCCC[C@@H]2C)CC1,TRUE,0.6947215404770359,2.3282,339.4800000000002,3,3,6,79.46000000000001,0,TRUE,2.981450016407289
COC[C@@H](O)[C@@H](F)C(=O)[O-],-4.322,-4.284,-8.606,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88E030>,TRUE,COC[C@@H](O)[C@@H](F)C(=O)[O-],TRUE,0.508239676843485,-1.9183,151.113,1,4,4,69.59,0,TRUE,4.360835411671969
COC[C@H]([NH2+][C@@H]1CCc2c(F)cccc21)c1cncnc1C,-8.306,-7.894,-16.2,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88E090>,TRUE,COC[C@H]([NH2+][C@@H]1CCc2c(F)cccc21)c1cncnc1C,TRUE,0.9170423970807148,1.86252,302.37300000000005,1,3,5,51.620000000000005,0,TRUE,4.271996742842553
COC[C@]1(C(C)(C)COC[C@@H]2CCCCO2)CCCC1(C)C,-7.605,-6.768,-14.373,4,8088.595,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88E0F0>,TRUE,COC[C@]1(C(C)(C)COC[C@@H]2CCCCO2)CCCC1(C)C,TRUE,0.6952802051014275,4.441200000000004,312.494,0,3,7,27.69,0,TRUE,3.993392131060892
OCC#Cc1ccc(CN2C[C@@H](c3noc4ccccc34)CC2=O)cc1,-10.518,-9.429,-19.947,3,8616.198,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88E150>,TRUE,O=C1C[C@H](c2noc3ccccc23)CN1Cc1ccc(C#CCO)cc1,TRUE,0.740676884459146,2.6877000000000013,346.3860000000001,1,4,3,66.57,0,TRUE,2.995780738520672
OCc1ccc(C(F)(F)F)cn1,-5.943,-5.766,-11.709,3,8616.198,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88E1B0>,TRUE,OCc1ccc(C(F)(F)F)cn1,TRUE,0.7061275085326987,1.5926999999999998,177.125,1,2,1,33.120000000000005,0,TRUE,2.1324550229462997
OC1(NC(=O)CN2C[C@@H](C(=O)[O-])CC2)CC[C@@H]1CC(CO)c1ccccc1,-8.807,-8.258,-17.065,3,8616.198,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88E210>,TRUE,O=C(CN1CC[C@H](C(=O)[O-])C1)NC1(O)CC[C@@H]1CC(CO)c1ccccc1,TRUE,0.5251634380417662,-0.5608,375.445,3,6,8,112.93,0,TRUE,4.25842552249761
OC[C@@H](O)c1ccc(N2CCCC2=O)cc1,-6.674,-7.011,-13.685,3,8616.198,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88E270>,TRUE,O=C1CCCN1c1ccc([C@H](O)CO)cc1,TRUE,0.7947118477770562,0.8391,221.256,2,3,3,60.77,0,TRUE,2.4705407770369217
OC[C@H]([NH2+]Cc1cccn1Cc1ccccc1)c1ccccc1Cl,-8.274,-8.176,-16.45,3,8616.198,<rdkit.Chem.rdchem.Mol object at 0x000002C8ED88E2D0>,TRUE,OC[C@H]([NH2+]Cc1cccn1Cc1ccccc1)c1ccccc1Cl,TRUE,0.6812793821686441,2.986800000000001,341.862,2,2,7,41.77,0,TRUE,3.3321657650192664
